customer_id,signup_date,churn_date,region,age,plan,service,contract,payment_method,monthly_charges,support_tickets,avg_satisfaction,data_usage_gb,add_ons,late_payments,churned
C102597,2024-04-20,,South,47,Standard,5G,2 Year,Auto-debit,1037,0,3.4,47.4,0,1,0
C102598,2025-02-08,,Central,18,Standard,5G,Month-to-Month,Credit Card,975,2,2.9,84.0,0,0,0
C102599,2024-08-26,,Central,47,Standard,Fiber,Month-to-Month,Net Banking,1200,1,2.6,46.1,3,1,0
C102600,2025-02-15,,South,48,Premium,5G,Month-to-Month,Auto-debit,1782,1,3.8,88.7,0,1,0
C102601,2024-03-26,2024-12-08,West,28,Premium,Broadband,Month-to-Month,Net Banking,1415,5,2.8,87.7,0,1,1
C102602,2025-03-31,2025-05-25,South,24,Standard,Broadband,Month-to-Month,Credit Card,897,6,2.1,75.4,1,0,1
C102603,2024-11-09,,West,28,Standard,Fiber,Month-to-Month,Net Banking,1181,1,4.5,99.5,3,1,0
C102604,2024-01-29,,North,18,Premium,Fiber,Month-to-Month,UPI,1588,2,3.5,100.6,0,0,0
C102605,2022-06-27,2023-04-07,North,34,Premium,Broadband,Month-to-Month,Credit Card,1521,3,2.2,106.0,1,0,1
C102606,2023-01-13,,East,41,Standard,5G,2 Year,UPI,921,1,4.6,77.8,0,0,0
C102607,2022-08-17,,South,23,Basic,Broadband,Month-to-Month,Auto-debit,701,0,3.0,30.4,4,3,0
C102608,2025-05-06,,West,50,Basic,Fiber,1 Year,Credit Card,784,4,3.2,33.0,3,0,0
C102609,2023-06-26,2025-06-14,South,39,Premium,Broadband,Month-to-Month,UPI,1378,2,4.0,93.3,0,0,1
C102610,2023-10-15,,Central,41,Standard,5G,Month-to-Month,Net Banking,1116,0,3.8,85.1,1,0,0
C102611,2024-03-09,,West,33,Standard,Fiber,Month-to-Month,UPI,1180,0,4.5,164.7,2,1,0
C102612,2023-10-27,,East,47,Standard,Fiber,Month-to-Month,Credit Card,1076,5,2.6,39.5,2,0,0
C102613,2022-07-11,2023-11-20,West,53,Standard,5G,1 Year,Auto-debit,932,1,3.3,83.1,0,0,1
C102614,2022-12-24,,South,33,Standard,Fiber,Month-to-Month,Auto-debit,1106,0,2.4,65.7,2,0,0
C102615,2025-06-17,2025-11-09,East,47,Premium,Broadband,1 Year,Net Banking,1768,1,2.6,108.3,4,2,1
C102616,2025-03-13,,North,47,Basic,5G,2 Year,Credit Card,597,3,5.0,34.6,1,0,0
C102617,2022-03-05,,West,43,Standard,5G,Month-to-Month,Credit Card,1020,3,3.6,130.4,0,0,0
C102618,2024-03-09,,West,58,Standard,Fiber,2 Year,UPI,1031,3,4.0,21.9,1,1,0
C102619,2024-05-05,,Central,29,Premium,Broadband,Month-to-Month,Net Banking,1599,5,4.5,66.8,2,1,0
C102620,2022-12-01,,West,33,Basic,5G,Month-to-Month,Credit Card,640,2,3.1,76.3,1,0,0
C102621,2024-06-06,2025-06-12,Central,29,Standard,Broadband,Month-to-Month,UPI,826,0,3.7,,0,3,1
C102622,2025-07-24,2025-10-22,South,47,Basic,Broadband,2 Year,UPI,392,3,1.9,106.6,0,1,1
C102623,2025-09-10,,Central,35,Basic,5G,1 Year,UPI,821,1,3.4,51.5,3,1,0
C102624,2022-11-03,,East,30,Standard,Broadband,2 Year,UPI,737,2,3.1,93.8,0,1,0
C102625,2024-03-05,,South,58,Basic,5G,1 Year,UPI,640,2,3.1,17.4,1,2,0
C102626,2024-02-19,,East,60,Premium,5G,Month-to-Month,Credit Card,2047,2,4.3,118.1,3,1,0
C102627,2024-01-10,,South,34,Premium,Fiber,2 Year,Credit Card,1759,2,4.0,156.0,2,0,0
C102628,2024-07-24,,South,22,Basic,Fiber,2 Year,Credit Card,442,1,4.2,34.6,0,0,0
C102629,2024-09-23,,South,60,Premium,5G,1 Year,UPI,1790,3,2.4,112.6,0,0,0
C102630,2023-10-21,,North,44,Standard,Fiber,1 Year,Credit Card,1086,1,3.6,136.5,2,1,0
C102631,2025-06-09,,East,43,Standard,5G,2 Year,Auto-debit,1114,3,3.3,152.7,1,1,0
C102632,2024-07-02,,Central,39,Premium,Broadband,Month-to-Month,UPI,1830,1,5.0,133.6,4,0,0
C102633,2024-06-23,,East,28,Standard,5G,2 Year,UPI,1000,0,3.9,71.8,0,1,0
C102634,2022-03-10,,East,33,Basic,Fiber,2 Year,Credit Card,424,0,3.7,63.7,0,0,0
C102635,2024-02-13,,South,46,Basic,5G,1 Year,UPI,694,1,4.3,36.8,2,0,0
C102636,2025-06-05,,East,33,Standard,Fiber,Month-to-Month,UPI,1258,2,3.2,124.2,4,0,0
C102637,2025-09-19,,North,43,Premium,Broadband,Month-to-Month,Credit Card,1379,2,3.9,90.7,0,0,0
C102638,2024-08-29,,West,38,Standard,5G,2 Year,UPI,1350,1,3.9,107.2,4,0,0
C102639,2025-12-19,,North,25,Basic,5G,2 Year,Auto-debit,893,2,3.0,43.8,4,1,0
C102640,2023-08-19,,West,57,Basic,5G,1 Year,Auto-debit,646,2,2.9,32.4,2,1,0
C102641,2024-07-22,,West,45,Premium,5G,2 Year,Credit Card,1950,2,3.5,141.1,2,0,0
C102642,2025-01-17,,East,42,Basic,Fiber,Month-to-Month,Credit Card,900,1,3.2,36.3,4,1,0
C102643,2025-07-10,,West,45,Standard,Fiber,2 Year,Auto-debit,1264,2,2.3,121.2,3,1,0
C102644,2025-07-14,2025-12-30,South,18,Standard,5G,Month-to-Month,Credit Card,1147,0,4.3,44.8,2,1,1
C102645,2023-03-17,,Central,32,Basic,Broadband,Month-to-Month,Auto-debit,471,1,3.9,49.5,1,0,0
C102646,2024-12-12,2025-06-22,West,20,Basic,Fiber,Month-to-Month,Auto-debit,889,3,2.5,30.7,4,1,1
C102647,2023-06-29,,West,39,Basic,Fiber,Month-to-Month,UPI,586,2,2.7,80.6,1,1,0
C102648,2025-03-09,2025-11-03,West,42,Basic,Fiber,Month-to-Month,UPI,533,2,3.6,63.2,1,0,1
C102649,2024-05-22,,West,40,Standard,5G,1 Year,UPI,1375,3,4.3,72.1,4,0,0
C102650,2025-06-04,,Central,52,Premium,Fiber,Month-to-Month,Auto-debit,1810,3,4.0,117.0,2,0,0
C102651,2024-12-07,,South,20,Basic,Broadband,1 Year,UPI,623,1,4.4,102.7,3,0,0
C102652,2023-03-17,,West,28,Standard,Fiber,Month-to-Month,Net Banking,1336,2,3.1,107.7,4,1,0
C102653,2024-03-19,,West,43,Basic,5G,2 Year,Credit Card,839,2,3.6,30.3,3,0,0
C102654,2023-12-14,,South,41,Basic,Fiber,Month-to-Month,Auto-debit,443,0,3.7,70.6,0,0,0
C102655,2024-01-13,,Central,22,Standard,5G,1 Year,Auto-debit,1239,2,2.8,55.6,3,1,0
C102656,2022-11-23,,South,52,Premium,Fiber,1 Year,UPI,1863,0,4.1,127.3,2,2,0
C102657,2024-09-20,2025-02-13,East,57,Standard,5G,Month-to-Month,UPI,1008,0,,25.8,0,0,1
C102658,2024-08-25,2025-05-03,North,43,Basic,Broadband,Month-to-Month,Credit Card,427,2,2.8,66.5,0,0,1
C102659,2024-02-18,,South,20,Standard,Fiber,Month-to-Month,Auto-debit,1262,1,3.2,52.7,4,0,0
C102660,2025-03-19,2025-07-01,West,40,Standard,Broadband,Month-to-Month,Net Banking,746,6,2.1,66.4,0,1,1
C102661,2025-09-13,,South,42,Premium,Fiber,Month-to-Month,Credit Card,1823,2,3.5,58.8,2,0,0
C102662,2024-12-08,,South,35,Standard,5G,Month-to-Month,Auto-debit,1436,2,1.9,80.7,4,0,0
C102663,2024-04-28,,South,54,Premium,5G,1 Year,Credit Card,2100,3,2.6,122.1,4,0,0
C102664,2024-04-11,,East,37,Basic,Fiber,Month-to-Month,UPI,851,0,4.9,23.4,4,0,0
C102665,2023-02-22,2025-11-13,West,63,Standard,5G,Month-to-Month,Auto-debit,1232,3,3.0,74.9,3,0,1
C102666,2023-03-16,,Central,47,Standard,Fiber,Month-to-Month,Credit Card,1089,1,3.9,,2,2,0
C102667,2025-05-16,2025-09-26,North,41,Basic,5G,Month-to-Month,Auto-debit,587,1,3.8,81.5,1,0,1
C102668,2024-07-12,2025-07-10,East,49,Standard,5G,Month-to-Month,UPI,1414,3,3.0,51.7,4,0,1
C102669,2024-08-27,,East,56,Standard,Broadband,1 Year,Credit Card,913,1,2.9,93.6,2,1,0
C102670,2025-02-10,,East,49,Premium,Fiber,1 Year,UPI,1761,0,3.6,56.5,1,0,0
C102671,2024-07-19,,South,37,Basic,Broadband,Month-to-Month,Credit Card,788,2,4.7,46.0,4,0,0
C102672,2022-03-07,,South,30,Premium,Fiber,Month-to-Month,UPI,1760,1,3.4,141.0,1,0,0
C102673,2024-09-28,,East,25,Standard,5G,Month-to-Month,Net Banking,1027,2,4.5,90.4,0,0,0
C102674,2024-10-17,,East,18,Standard,Fiber,1 Year,UPI,1250,1,3.3,69.4,3,1,0
C102675,2024-06-17,2025-04-27,East,40,Standard,Fiber,Month-to-Month,UPI,1198,3,2.8,175.2,2,0,1
C102676,2022-02-18,,East,33,Basic,Fiber,2 Year,UPI,725,2,3.4,36.9,3,1,0
C102677,2024-10-09,,West,34,Premium,5G,1 Year,Credit Card,2051,1,3.6,150.0,3,0,0
C102678,2024-08-10,,West,50,Premium,Fiber,1 Year,Credit Card,1866,1,3.1,100.7,3,0,0
C102679,2022-08-27,2023-07-17,South,37,Premium,5G,Month-to-Month,Net Banking,1844,2,3.5,77.6,1,1,1
C102680,2022-06-22,2023-11-08,West,61,Premium,Broadband,2 Year,Net Banking,1527,2,2.5,65.1,1,2,1
C102681,2025-12-11,2025-12-24,West,31,Standard,Fiber,Month-to-Month,Credit Card,1063,2,3.6,46.7,1,0,1
C102682,2025-11-24,,North,26,Standard,Fiber,Month-to-Month,Credit Card,1300,1,3.7,99.7,4,0,0
C102683,2023-02-20,,East,23,Premium,Fiber,2 Year,UPI,1858,1,4.3,229.0,3,1,0
C102684,2024-11-12,,South,47,Basic,Fiber,1 Year,Credit Card,561,0,3.5,59.7,1,0,0
C102685,2024-09-03,2024-12-02,West,52,Premium,5G,Month-to-Month,Auto-debit,2111,3,3.8,99.7,4,1,1
C102686,2025-09-11,,South,31,Standard,5G,Month-to-Month,Credit Card,1273,1,,53.8,3,0,0
C102687,2023-10-18,2025-08-14,West,25,Standard,Fiber,Month-to-Month,Auto-debit,1144,6,2.4,80.0,2,0,1
C102688,2025-06-11,,South,56,Basic,Fiber,2 Year,UPI,874,4,4.2,26.3,4,3,0
C102689,2025-12-11,2025-12-29,East,21,Basic,5G,Month-to-Month,Net Banking,928,1,3.9,68.8,4,3,1
C102690,2024-12-20,,Central,50,Basic,Fiber,Month-to-Month,Net Banking,643,2,3.0,53.2,2,0,0
C102691,2022-01-28,,South,31,Standard,5G,Month-to-Month,Net Banking,1039,1,4.6,45.4,0,1,0
C102692,2023-08-04,,West,43,Standard,Broadband,2 Year,Net Banking,998,2,3.7,155.4,2,0,0
C102693,2024-07-03,,Central,51,Basic,Fiber,1 Year,UPI,546,1,4.8,24.2,1,0,0
C102694,2023-02-20,,West,44,Basic,5G,Month-to-Month,Net Banking,752,3,1.8,45.4,3,0,0
C102695,2024-10-01,,North,34,Standard,Broadband,2 Year,Credit Card,715,2,3.1,111.8,0,1,0
C102696,2025-07-12,,West,55,Basic,5G,Month-to-Month,Credit Card,634,2,3.1,63.8,2,0,0
C102697,2025-04-11,,North,41,Premium,Broadband,1 Year,UPI,1606,5,1.4,86.3,2,1,0
C102698,2023-05-25,,South,75,Basic,Broadband,1 Year,UPI,462,3,3.2,36.0,1,1,0
C102699,2023-10-22,,West,18,Standard,5G,Month-to-Month,Auto-debit,1230,2,3.0,,3,0,0
C102700,2025-11-01,,West,18,Basic,5G,1 Year,UPI,680,2,1.9,49.3,2,0,0
C102701,2024-04-15,,East,50,Standard,5G,2 Year,UPI,1109,1,,111.1,1,1,0
C102702,2023-05-29,,South,38,Standard,5G,Month-to-Month,UPI,1411,1,4.5,28.4,4,0,0
C102703,2024-09-18,,West,48,Standard,5G,Month-to-Month,Net Banking,1196,3,3.7,97.3,2,0,0
C102704,2025-05-16,,West,25,Standard,Fiber,2 Year,Net Banking,916,1,3.1,57.6,0,1,0
C102705,2023-06-12,,East,39,Standard,Broadband,Month-to-Month,Auto-debit,1074,4,2.3,70.4,3,0,0
C102706,2023-02-26,,Central,43,Basic,Fiber,Month-to-Month,Credit Card,583,0,4.4,26.0,1,1,0
C102707,2022-08-28,2024-05-17,South,31,Standard,Fiber,Month-to-Month,UPI,1209,1,2.2,54.1,3,0,1
C102708,2023-08-16,,North,41,Basic,Fiber,2 Year,UPI,753,0,4.2,119.7,3,0,0
C102709,2025-07-06,,East,22,Standard,Fiber,1 Year,UPI,1257,3,1.8,62.2,3,0,0
C102710,2024-02-05,,Central,43,Standard,5G,2 Year,Net Banking,1426,2,4.4,73.3,4,1,0
C102711,2025-11-27,,South,55,Standard,Fiber,Month-to-Month,Auto-debit,1208,2,3.8,46.6,3,1,0
C102712,2023-09-07,,South,23,Standard,5G,2 Year,UPI,1085,1,2.3,268.1,1,1,0
C102713,2024-12-05,,North,22,Basic,5G,Month-to-Month,UPI,881,1,3.3,55.8,4,0,0
C102714,2023-08-22,,West,52,Basic,Fiber,1 Year,Net Banking,576,0,4.0,43.7,2,2,0
C102715,2022-09-30,,South,22,Basic,Fiber,1 Year,Credit Card,800,1,2.2,70.1,3,1,0
C102716,2023-06-21,2025-07-09,East,48,Standard,5G,Month-to-Month,Net Banking,1070,1,3.5,88.0,1,1,1
C102717,2024-09-12,,Central,39,Premium,5G,1 Year,Credit Card,2179,1,4.1,108.2,4,1,0
C102718,2023-01-04,2024-12-09,North,33,Standard,Fiber,Month-to-Month,UPI,1317,0,2.4,69.1,4,0,1
C102719,2025-04-24,,East,56,Standard,Fiber,Month-to-Month,Credit Card,1371,3,3.6,34.1,4,0,0
C102720,2024-11-27,,East,49,Basic,Fiber,1 Year,UPI,579,1,3.5,36.8,1,1,0
C102721,2025-01-13,2025-10-04,West,41,Premium,Fiber,Month-to-Month,Net Banking,2041,2,4.1,91.6,4,0,1
C102722,2024-11-27,,South,18,Basic,Fiber,1 Year,UPI,732,1,3.4,51.9,3,0,0
C102723,2024-02-04,2025-10-10,South,47,Basic,Broadband,Month-to-Month,Credit Card,348,3,2.3,39.8,0,2,1
C102724,2024-12-03,,North,25,Premium,Fiber,Month-to-Month,Auto-debit,2011,1,2.9,166.2,4,0,0
C102725,2023-04-14,,West,35,Basic,Fiber,1 Year,Credit Card,580,1,3.3,46.5,2,0,0
C102726,2022-03-30,,West,38,Basic,Broadband,Month-to-Month,UPI,578,0,3.7,29.0,2,0,0
C102727,2025-02-04,,North,61,Basic,5G,2 Year,Auto-debit,550,1,4.3,93.1,1,0,0
C102728,2024-07-23,,South,35,Standard,5G,2 Year,UPI,1361,2,3.1,60.7,4,0,0
C102729,2025-11-15,,Central,21,Basic,5G,Month-to-Month,Auto-debit,523,1,2.5,58.3,0,0,0
C102730,2025-02-11,,North,56,Standard,Broadband,Month-to-Month,UPI,919,2,3.0,38.3,1,0,0
C102731,2022-07-15,,South,47,Standard,Fiber,Month-to-Month,Auto-debit,1110,2,2.2,108.3,2,0,0
C102732,2025-02-07,,East,47,Basic,Fiber,1 Year,UPI,472,3,3.3,19.5,0,0,0
C102733,2023-07-02,,South,56,Basic,Broadband,Month-to-Month,UPI,476,0,4.2,116.5,1,1,0
C102734,2025-11-20,2025-11-30,South,59,Premium,Broadband,2 Year,Auto-debit,1793,2,4.0,166.1,3,1,1
C102735,2025-09-24,,East,27,Basic,Broadband,2 Year,Credit Card,609,3,2.8,39.7,2,0,0
C102736,2022-12-31,,North,21,Standard,Fiber,Month-to-Month,UPI,1291,0,3.3,98.1,4,0,0
C102737,2022-11-07,,East,48,Standard,Broadband,1 Year,UPI,1230,3,2.7,39.1,4,0,0
C102738,2023-01-28,,West,35,Basic,Fiber,Month-to-Month,UPI,508,3,3.0,40.0,0,0,0
C102739,2025-09-10,,East,36,Standard,5G,Month-to-Month,UPI,1067,0,3.4,107.0,1,0,0
C102740,2024-10-18,2025-07-23,North,25,Standard,Broadband,Month-to-Month,Credit Card,1138,3,4.2,98.2,4,0,1
C102741,2022-05-27,2024-07-26,West,45,Standard,Fiber,1 Year,Credit Card,1266,4,2.5,73.4,4,2,1
C102742,2025-07-12,,North,43,Premium,Fiber,Month-to-Month,Auto-debit,1582,0,3.9,138.1,0,0,0
C102743,2025-04-15,,West,36,Premium,5G,2 Year,Auto-debit,2044,1,3.2,202.4,3,1,0
C102744,2022-07-18,2024-03-30,South,21,Premium,Broadband,Month-to-Month,Auto-debit,1433,4,2.5,169.3,1,2,1
C102745,2024-02-16,,West,53,Standard,Fiber,1 Year,Credit Card,1298,1,2.7,28.8,4,0,0
C102746,2025-08-15,,North,41,Standard,Broadband,2 Year,Credit Card,989,1,2.8,,2,0,0
C102747,2022-08-16,,North,51,Standard,Fiber,1 Year,Credit Card,932,0,5.0,74.4,0,0,0
C102748,2025-10-25,,East,18,Basic,5G,Month-to-Month,UPI,622,1,3.9,23.7,1,0,0
C102749,2022-02-22,,North,39,Premium,Fiber,Month-to-Month,UPI,2021,1,3.5,69.6,4,1,0
C102750,2024-01-12,,South,29,Premium,Broadband,Month-to-Month,Auto-debit,1768,2,3.0,249.3,3,0,0
C102751,2024-08-05,2025-07-23,West,38,Basic,Fiber,Month-to-Month,Net Banking,503,3,3.9,30.8,0,0,1
C102752,2022-06-03,,West,49,Premium,5G,2 Year,UPI,2154,0,3.4,95.4,4,0,0
C102753,2024-01-27,,North,42,Premium,Fiber,Month-to-Month,Credit Card,1966,3,2.1,79.1,4,0,0
C102754,2023-02-25,,Central,38,Standard,Broadband,Month-to-Month,UPI,970,2,3.6,90.6,2,0,0
C102755,2024-07-15,,West,38,Premium,Broadband,1 Year,Credit Card,1342,3,2.6,135.6,0,0,0
C102756,2022-10-14,,West,19,Basic,Fiber,Month-to-Month,UPI,663,2,2.4,116.6,2,1,0
C102757,2024-05-19,,West,27,Basic,Fiber,2 Year,Auto-debit,472,2,2.5,33.8,0,0,0
C102758,2025-02-12,,West,51,Basic,Fiber,Month-to-Month,Credit Card,594,1,3.8,57.5,1,0,0
C102759,2025-05-19,,East,32,Standard,5G,Month-to-Month,Credit Card,1108,2,3.2,28.7,1,1,0
C102760,2024-05-20,,East,52,Basic,Broadband,1 Year,Net Banking,738,3,2.4,21.8,3,0,0
C102761,2024-01-24,2024-08-24,Central,48,Premium,5G,Month-to-Month,Auto-debit,2089,1,4.1,229.5,3,0,1
C102762,2025-08-26,,North,49,Basic,5G,2 Year,Auto-debit,458,1,3.0,76.8,0,0,0
C102763,2025-11-23,2025-12-09,South,42,Basic,5G,Month-to-Month,Credit Card,874,1,2.4,55.2,4,0,1
C102764,2024-09-17,2025-05-15,North,33,Standard,5G,Month-to-Month,UPI,1295,1,2.6,129.4,3,4,1
C102765,2023-04-09,,Central,36,Basic,Fiber,Month-to-Month,Net Banking,728,0,3.8,25.8,3,0,0
C102766,2023-11-30,,South,46,Standard,Fiber,Month-to-Month,Auto-debit,1206,2,2.8,168.4,3,2,0
C102767,2022-07-18,2023-09-03,West,18,Basic,Fiber,1 Year,Auto-debit,768,3,3.1,26.4,3,0,1
C102768,2024-03-30,2024-08-29,West,53,Premium,5G,Month-to-Month,Credit Card,2041,4,3.8,138.7,3,0,1
C102769,2023-12-05,,Central,32,Standard,Fiber,1 Year,Net Banking,1018,1,3.1,294.7,1,1,0
C102770,2025-06-24,,North,37,Basic,5G,2 Year,UPI,758,5,4.4,28.5,3,1,0
C102771,2025-11-26,2025-12-27,West,37,Basic,Fiber,Month-to-Month,UPI,875,2,3.5,86.8,4,1,1
C102772,2022-02-15,,Central,38,Basic,5G,1 Year,UPI,813,1,3.4,71.7,3,1,0
C102773,2024-04-19,2024-08-14,North,22,Premium,Fiber,Month-to-Month,UPI,1776,2,2.6,90.3,2,1,1
C102774,2023-02-16,,West,40,Standard,5G,2 Year,Credit Card,1244,4,2.6,209.6,3,0,0
C102775,2025-05-06,2025-11-18,South,45,Standard,Fiber,Month-to-Month,UPI,1364,1,3.4,46.7,4,0,1
C102776,2025-07-17,,East,18,Basic,Fiber,1 Year,Net Banking,826,1,4.1,43.4,3,1,0
C102777,2023-09-12,,East,22,Premium,Fiber,Month-to-Month,Net Banking,1915,1,3.3,162.5,3,1,0
C102778,2025-06-11,,South,49,Basic,5G,Month-to-Month,UPI,880,1,3.9,42.2,4,1,0
C102779,2025-07-09,2025-09-20,North,47,Standard,Broadband,Month-to-Month,Net Banking,940,4,2.8,348.7,1,1,1
C102780,2023-08-25,,North,42,Standard,Fiber,Month-to-Month,UPI,1037,1,4.2,39.3,1,1,0
C102781,2025-01-04,,North,30,Basic,5G,2 Year,UPI,589,1,4.3,99.3,1,0,0
C102782,2024-03-10,,East,47,Standard,5G,Month-to-Month,Auto-debit,1136,0,4.0,23.8,1,1,0
C102783,2023-03-23,,South,24,Basic,5G,2 Year,UPI,763,1,4.1,10.4,3,1,0
C102784,2024-05-03,,North,36,Basic,5G,Month-to-Month,UPI,669,0,4.6,45.4,2,1,0
C102785,2023-07-13,,West,22,Premium,Fiber,Month-to-Month,Net Banking,2019,4,3.4,170.5,4,0,0
C102786,2024-09-30,2025-11-18,West,36,Standard,5G,Month-to-Month,UPI,1300,4,3.0,155.3,3,1,1
C102787,2025-09-20,2025-11-09,East,26,Premium,Broadband,Month-to-Month,UPI,1721,2,3.8,263.5,3,1,1
C102788,2024-02-04,,Central,47,Standard,Broadband,2 Year,Net Banking,1243,2,4.4,81.5,4,0,0
C102789,2025-09-21,,South,43,Basic,Fiber,Month-to-Month,Net Banking,793,1,,56.7,4,0,0
C102790,2025-05-22,,West,31,Standard,5G,2 Year,Credit Card,1000,2,3.8,83.2,0,0,0
C102791,2024-02-07,,North,51,Standard,Fiber,Month-to-Month,Auto-debit,1391,1,3.1,158.1,4,3,0
C102792,2024-05-27,,West,27,Basic,5G,Month-to-Month,UPI,871,1,4.6,23.8,4,0,0
C102793,2025-01-17,2025-07-30,Central,38,Standard,Fiber,Month-to-Month,Credit Card,989,4,3.1,52.9,1,2,1
C102794,2022-08-19,,West,31,Standard,Fiber,1 Year,UPI,928,1,3.3,113.1,1,0,0
C102795,2024-08-23,,East,47,Standard,5G,Month-to-Month,UPI,1201,2,3.3,124.8,2,0,0
C102796,2025-08-14,,East,46,Basic,Broadband,2 Year,Auto-debit,818,3,2.9,86.7,4,1,0
C102797,2022-09-30,2025-11-29,South,54,Premium,Fiber,Month-to-Month,Net Banking,1929,2,3.5,113.8,3,0,1
C102798,2023-07-25,2025-08-06,West,39,Basic,5G,Month-to-Month,UPI,655,2,3.4,34.5,2,1,1
C102799,2023-04-05,,West,18,Basic,5G,1 Year,Credit Card,597,3,2.9,62.9,1,0,0
C102800,2023-06-24,2025-10-25,Central,33,Basic,Broadband,1 Year,UPI,804,3,1.9,25.6,4,1,1
C102801,2023-09-13,,East,57,Premium,5G,2 Year,Net Banking,2048,1,5.0,271.3,3,3,0
C102802,2025-01-16,2025-12-26,North,34,Basic,Fiber,Month-to-Month,UPI,415,2,3.5,34.4,0,0,1
C102803,2025-01-21,,East,18,Standard,Fiber,1 Year,Auto-debit,1021,1,3.7,64.2,1,0,0
C102804,2024-09-04,,North,43,Basic,5G,Month-to-Month,UPI,862,3,3.0,64.4,4,0,0
C102805,2024-04-02,,South,44,Standard,Fiber,2 Year,UPI,1141,0,4.4,51.3,3,1,0
C102806,2025-07-27,2025-11-25,South,29,Premium,Broadband,Month-to-Month,Auto-debit,1624,3,3.3,66.4,2,0,1
C102807,2025-11-17,,West,35,Basic,Broadband,2 Year,Auto-debit,603,2,3.1,78.7,2,0,0
C102808,2025-09-03,2025-10-21,North,28,Premium,Broadband,Month-to-Month,UPI,1423,2,3.3,70.0,0,0,1
C102809,2023-08-03,,North,44,Basic,Fiber,1 Year,Credit Card,833,0,4.7,50.4,4,0,0
C102810,2023-07-20,2024-07-12,North,39,Basic,5G,2 Year,Auto-debit,821,1,3.7,44.7,3,0,1
C102811,2023-09-03,,West,24,Standard,5G,2 Year,Net Banking,1238,4,2.8,28.5,2,0,0
C102812,2024-07-23,,West,38,Standard,Fiber,Month-to-Month,Net Banking,1286,1,3.2,43.7,3,2,0
C102813,2023-04-29,2025-11-25,North,29,Basic,Fiber,Month-to-Month,Net Banking,689,1,3.3,52.8,2,0,1
C102814,2025-11-01,,North,56,Standard,Fiber,2 Year,Auto-debit,1132,2,4.1,136.5,2,2,0
C102815,2023-02-28,,East,49,Basic,Fiber,1 Year,Credit Card,404,1,2.9,30.2,0,0,0
C102816,2025-09-28,,South,37,Standard,Broadband,1 Year,UPI,993,1,4.0,47.3,2,1,0
C102817,2025-08-27,,East,39,Standard,Broadband,Month-to-Month,Credit Card,1138,1,4.0,101.1,4,1,0
C102818,2025-07-19,,South,50,Premium,Fiber,Month-to-Month,Net Banking,1576,1,3.9,176.1,0,2,0
C102819,2025-03-27,,Central,36,Standard,5G,Month-to-Month,Credit Card,1275,0,3.7,117.6,2,1,0
C102820,2024-11-21,,South,47,Standard,Fiber,1 Year,UPI,1274,1,2.5,82.3,4,0,0
C102821,2025-10-05,,West,56,Standard,Fiber,Month-to-Month,Net Banking,1023,1,4.0,56.5,2,1,0
C102822,2024-04-13,,North,32,Basic,Fiber,Month-to-Month,Credit Card,491,1,2.4,65.4,0,1,0
C102823,2022-09-21,,Central,58,Basic,5G,2 Year,Auto-debit,868,0,3.9,42.4,4,0,0
C102824,2025-01-22,,Central,54,Premium,5G,Month-to-Month,UPI,1779,2,3.5,164.9,0,0,0
C102825,2023-04-29,,West,41,Basic,Broadband,2 Year,Net Banking,550,2,3.8,34.1,2,0,0
C102826,2023-11-15,2024-07-17,East,33,Premium,Broadband,Month-to-Month,Credit Card,1382,3,2.6,106.2,0,0,1
C102827,2023-09-01,,North,41,Basic,Fiber,Month-to-Month,UPI,606,2,2.6,57.8,1,1,0
C102828,2025-04-12,,West,35,Premium,5G,Month-to-Month,Credit Card,1795,3,3.6,42.2,1,2,0
C102829,2023-05-02,2023-12-23,West,28,Basic,Fiber,Month-to-Month,UPI,551,3,2.9,86.4,1,0,1
C102830,2023-07-03,,South,44,Premium,Fiber,1 Year,Auto-debit,2017,2,2.1,115.0,4,0,0
C102831,2025-01-30,2025-10-10,South,26,Standard,5G,Month-to-Month,Net Banking,1168,0,3.8,18.0,2,1,1
C102832,2024-11-21,,East,34,Basic,Fiber,Month-to-Month,UPI,568,0,5.0,48.1,1,0,0
C102833,2024-12-11,,West,34,Standard,Fiber,Month-to-Month,Credit Card,1018,2,3.7,59.3,1,0,0
C102834,2025-09-09,2025-12-29,West,22,Standard,Fiber,1 Year,Auto-debit,1138,7,1.2,43.8,2,0,1
C102835,2023-05-07,,East,46,Basic,Fiber,2 Year,UPI,632,3,3.4,117.7,1,0,0
C102836,2025-11-13,,East,35,Basic,Broadband,Month-to-Month,Auto-debit,902,4,3.5,67.2,4,0,0
C102837,2025-08-24,,South,54,Standard,Fiber,Month-to-Month,UPI,1036,1,2.3,68.1,1,0,0
C102838,2024-02-25,,South,35,Standard,5G,Month-to-Month,UPI,1291,0,3.6,75.7,3,0,0
C102839,2023-03-11,,North,33,Basic,Broadband,1 Year,Credit Card,615,3,4.0,50.5,2,1,0
C102840,2022-01-15,2024-06-12,West,27,Premium,5G,Month-to-Month,UPI,1838,3,2.2,52.2,1,1,1
C102841,2023-06-01,,South,38,Basic,5G,Month-to-Month,Auto-debit,633,1,3.4,164.6,2,0,0
C102842,2024-04-15,,South,39,Basic,Broadband,1 Year,Net Banking,397,1,3.4,45.2,0,2,0
